slice number,count
22,0
23,0
4,0
5,0
28,0
29,0
16,0
17,0
35,0
34,0
32,0
33,0
25,1
24,1
3,0
2,0
11,1
10,1
9,1
8,1
15,1
14,1
21,0
20,0
7,1
6,0
12,1
13,1
26,1
27,0
18,0
19,0
31,0
30,0
